日期,区域,订单数,销售件数,销售金额,退货金额,净收入,活跃客户数,缺客户ID行数
2010-08-23,英国,53,10503,18004.63,253.13,17751.5,42,149
2010-08-23,非英国,6,2747,3739.95,0.0,3739.95,4,0
2010-08-24,英国,66,18085,25892.56,1946.61,23945.95,56,89
2010-08-24,非英国,6,990,1367.66,51.6,1316.06,5,0
2010-08-25,英国,84,16581,29485.5,793.55,28691.95,66,175
2010-08-25,非英国,6,980,1822.23,59.4,1762.83,6,0
2010-08-26,英国,80,15715,31580.6,149.2,31431.4,61,320
2010-08-26,非英国,7,1876,3024.72,15.9,3008.82,7,0
2010-08-27,英国,34,6370,13177.43,29.7,13147.73,28,352
2010-08-27,非英国,1,942,1868.56,0.0,1868.56,1,0
2010-08-29,英国,40,8762,14426.95,6.35,14420.6,36,0
2010-08-31,英国,57,11960,29485.08,190.62,29294.46,42,618
2010-08-31,非英国,11,2197,3837.3,266.05,3571.25,10,0
2010-09-01,英国,66,6277,14073.53,623.36,13450.17,58,295
2010-09-01,非英国,15,6621,8768.59,294.09,8474.5,14,26
2010-09-02,英国,81,15593,24993.42,425.45,24567.97,69,330
2010-09-02,非英国,11,6347,9553.1,90.0,9463.1,9,0
2010-09-03,英国,68,30327,35308.91,385.89,34923.02,54,260
2010-09-03,非英国,6,886,1616.16,14.85,1601.31,6,0
2010-09-05,英国,32,6147,10260.23,18.95,10241.28,31,0
2010-09-05,非英国,4,1068,1920.58,0.0,1920.58,4,0
2010-09-06,英国,49,9623,19070.81,52.65,19018.16,36,481
2010-09-06,非英国,12,6571,8967.57,186.4,8781.17,9,0
2010-09-07,英国,50,14217,24109.7,16.8,24092.9,43,321
2010-09-07,非英国,5,1521,3066.3,0.0,3066.3,5,0
2010-09-08,英国,44,8853,14729.87,121.92,14607.95,39,116
2010-09-08,非英国,6,1345,2536.66,91.05,2445.61,5,0
2010-09-09,英国,70,8945,17028.43,336.35,16692.08,61,137
2010-09-09,非英国,12,4226,7394.59,45.56,7349.03,12,0
2010-09-10,英国,46,9826,16409.07,1004.9,15404.17,37,186
2010-09-10,非英国,3,577,938.97,80.85,858.12,3,0
2010-09-12,英国,47,7519,13569.1,7.95,13561.15,44,0
2010-09-12,非英国,2,1754,1951.4,0.0,1951.4,2,0
2010-09-13,英国,96,26732,34599.77,169.07,34430.7,62,571
2010-09-13,非英国,8,1651,2700.75,41.5,2659.25,6,12
2010-09-14,英国,54,9890,17874.25,0.0,17874.25,49,149
2010-09-14,非英国,9,1474,2802.94,83.95,2718.99,9,0
2010-09-15,英国,64,11866,19966.49,280.6,19685.89,51,100
2010-09-15,非英国,9,9590,14409.18,0.0,14409.18,9,0
2010-09-16,英国,81,11727,22006.85,485.0,21521.85,60,6
2010-09-16,非英国,9,2672,4742.47,49.8,4692.67,9,0
2010-09-17,英国,69,10027,18159.59,641.79,17517.8,54,175
2010-09-17,非英国,6,1785,2532.78,18.15,2514.63,6,0
2010-09-19,英国,59,12478,20820.07,14.95,20805.12,53,25
2010-09-19,非英国,1,1218,2060.26,0.0,2060.26,1,0
2010-09-20,英国,74,22602,36925.74,923.36,36002.38,53,430
2010-09-20,非英国,11,2440,4850.97,7.5,4843.47,9,0
2010-09-21,英国,123,32898,55221.63,1006.15,54215.48,96,397
2010-09-21,非英国,13,4162,6962.84,70.1,6892.74,8,0
2010-09-22,英国,76,13073,26520.27,0.0,26520.27,35,327
2010-09-22,非英国,8,1468,3087.62,891.4,2196.22,5,0
2010-09-23,英国,84,19822,32895.55,97.99,32797.56,70,183
2010-09-23,非英国,4,1513,3013.92,9.9,3004.02,3,28
2010-09-24,英国,56,12240,22649.63,38.23,22611.4,42,222
2010-09-24,非英国,7,15786,25519.98,17.3,25502.68,4,0
2010-09-26,英国,73,13317,21513.3,374.45,21138.85,56,12
2010-09-26,非英国,2,67,187.85,17.3,170.55,2,0
2010-09-27,英国,78,118537,90067.42,72.24,89995.18,62,435
2010-09-27,非英国,13,6931,12357.63,4982.83,7374.8,6,0
2010-09-28,英国,162,21496,41353.7,891.68,40462.02,114,644
2010-09-28,非英国,9,2122,4151.64,11902.09,-7750.45,8,0
2010-09-29,英国,102,19571,35362.72,247.82,35114.9,81,225
2010-09-29,非英国,8,1155,1984.39,42.4,1941.99,7,0
2010-09-30,英国,97,20826,39448.55,389.75,39058.8,77,337
2010-09-30,非英国,14,3989,6259.42,122.1,6137.32,12,0
2010-10-01,英国,70,17176,30388.25,230.9,30157.35,55,292
2010-10-01,非英国,13,5021,6598.0,78.28,6519.72,12,0
2010-10-03,英国,80,13162,25634.09,234.05,25400.04,64,31
2010-10-03,非英国,9,7175,12735.62,32.85,12702.77,6,0
2010-10-04,英国,80,21360,34869.07,27.75,34841.32,69,511
2010-10-04,非英国,10,2152,3497.4,222.14,3275.26,7,0
2010-10-05,英国,151,33335,52478.78,1083.25,51395.53,125,259
2010-10-05,非英国,9,1497,1989.18,83.4,1905.78,8,0
2010-10-06,英国,62,20579,27823.08,173.95,27649.13,56,37
2010-10-06,非英国,4,1288,2638.36,0.0,2638.36,4,0
2010-10-07,英国,136,27952,48571.3,795.9,47775.4,106,716
2010-10-07,非英国,6,2104,3688.19,153.34,3534.85,6,0
2010-10-08,英国,87,35225,51478.58,533.7,50944.88,66,467
2010-10-08,非英国,8,6178,7665.87,70.85,7595.02,8,0
2010-10-10,英国,67,10805,20804.98,80.65,20724.33,55,2
2010-10-10,非英国,4,1602,2149.53,0.0,2149.53,4,0
2010-10-11,英国,99,19225,34835.17,404.76,34430.41,84,440
2010-10-11,非英国,10,5671,7925.31,10.2,7915.11,10,0
2010-10-12,英国,130,27410,46137.24,692.32,45444.92,106,451
2010-10-12,非英国,10,2098,3035.8,25.4,3010.4,10,0
2010-10-13,英国,82,23953,35232.06,208.49,35023.57,71,202
2010-10-13,非英国,13,16125,17407.61,82.95,17324.66,11,0
2010-10-14,英国,101,28063,74317.83,585.23,73732.6,81,37
2010-10-14,非英国,12,9041,12597.32,506.44,12090.88,8,0
2010-10-15,英国,103,18005,35796.04,176.9,35619.14,72,521
2010-10-15,非英国,9,4298,7844.09,0.0,7844.09,9,0
2010-10-17,英国,79,18339,31169.89,300.18,30869.71,63,0
2010-10-17,非英国,1,636,1917.0,0.0,1917.0,0,63
2010-10-18,英国,128,17474,36690.57,998.63,35691.94,106,643
2010-10-18,非英国,9,2226,3789.06,91.15,3697.91,8,0
2010-10-19,英国,79,23105,41105.76,279.5,40826.26,65,484
2010-10-19,非英国,10,4121,8254.55,4754.27,3500.28,6,0
2010-10-20,英国,107,22884,43013.11,246.39,42766.72,85,222
2010-10-20,非英国,8,1145,1744.33,24.75,1719.58,7,0
2010-10-21,英国,98,14369,29648.33,362.87,29285.46,79,197
2010-10-21,非英国,16,3416,8860.5,198.65,8661.85,9,111
2010-10-22,英国,107,20371,34893.94,1333.61,33560.33,84,550
2010-10-22,非英国,13,2719,4461.23,111.07,4350.16,10,0
2010-10-24,英国,82,14609,27327.0,107.45,27219.55,71,1
2010-10-24,非英国,4,816,1183.64,0.0,1183.64,3,0
2010-10-25,英国,85,13311,26635.86,306.55,26329.31,71,209
2010-10-25,非英国,7,1151,2325.64,34.7,2290.94,6,0
2010-10-26,英国,109,20163,34025.93,576.93,33449.0,93,455
2010-10-26,非英国,17,5790,11176.83,12.75,11164.08,14,0
2010-10-27,英国,64,11892,23948.45,53.25,23895.2,57,262
2010-10-27,非英国,10,4284,8129.33,15.66,8113.67,9,0
2010-10-28,英国,70,12090,26024.66,7199.78,18824.88,57,396
2010-10-28,非英国,7,2195,3464.78,62.9,3401.88,5,1
2010-10-29,英国,81,22479,42374.1,1807.9,40566.2,60,547
2010-10-29,非英国,6,3081,4353.7,0.0,4353.7,5,44
2010-10-31,英国,85,15627,28847.81,78.43,28769.38,76,5
2010-10-31,非英国,3,722,1058.88,0.0,1058.88,3,0
2010-11-01,英国,64,13192,25624.43,403.65,25220.78,50,785
2010-11-01,非英国,5,914,1415.79,447.33,968.46,4,0
2010-11-02,英国,110,22058,40137.48,2889.39,37248.09,94,280
2010-11-02,非英国,12,2084,4163.53,713.05,3450.48,11,0
2010-11-03,英国,92,13771,26902.65,1125.53,25777.12,80,294
2010-11-03,非英国,13,9843,17785.04,10.0,17775.04,8,0
2010-11-04,英国,162,55195,81591.09,1136.88,80454.21,127,599
2010-11-04,非英国,11,5066,7260.91,181.1,7079.81,10,0
2010-11-05,英国,69,16091,33678.87,214.6,33464.27,56,391
2010-11-05,非英国,23,6340,12136.53,343.14,11793.39,13,96
2010-11-07,英国,86,17085,29233.67,241.54,28992.13,71,27
2010-11-07,非英国,4,1324,2183.57,0.0,2183.57,4,0
2010-11-08,英国,85,29499,77627.21,201.95,77425.26,69,848
2010-11-08,非英国,11,2877,5577.42,255.4,5322.02,11,0
2010-11-09,英国,128,30819,56731.31,2250.46,54480.85,98,258
2010-11-09,非英国,12,4524,8333.89,4170.24,4163.65,8,9
2010-11-10,英国,139,32556,73412.03,494.56,72917.47,103,846
2010-11-10,非英国,11,2612,5795.52,28.35,5767.17,10,0
2010-11-11,英国,172,32492,59845.09,1599.02,58246.07,130,490
2010-11-11,非英国,7,1877,3500.31,134.1,3366.21,6,1
2010-11-12,英国,101,20120,43614.36,146.57,43467.79,74,1285
2010-11-12,非英国,15,3072,5446.47,0.0,5446.47,12,16
2010-11-14,英国,91,16225,27074.53,119.4,26955.13,74,146
2010-11-14,非英国,3,1069,1847.93,0.0,1847.93,2,14
2010-11-15,英国,104,34420,96554.88,130.04,96424.84,80,1264
2010-11-15,非英国,10,3530,6781.47,71.95,6709.52,6,0
2010-11-16,英国,131,29760,49414.74,1181.94,48232.8,117,612
2010-11-16,非英国,16,9464,21485.16,233.0,21252.16,15,0
2010-11-17,英国,122,22571,41585.81,440.25,41145.56,95,602
2010-11-17,非英国,10,5965,8946.11,50.7,8895.41,5,0
2010-11-18,英国,106,19037,39608.03,290.01,39318.02,91,827
2010-11-18,非英国,12,2311,4356.44,234.5,4121.94,9,0
2010-11-19,英国,122,19942,36750.47,760.17,35990.3,99,331
2010-11-19,非英国,20,5312,9062.25,34.65,9027.6,18,27
2010-11-21,英国,92,16847,29540.42,74.88,29465.54,82,0
2010-11-21,非英国,10,1093,2179.88,19.8,2160.08,8,0
2010-11-22,英国,93,17382,37809.26,94.37,37714.89,76,1294
2010-11-22,非英国,7,2371,3803.27,29.7,3773.57,7,0
2010-11-23,英国,135,24650,53583.56,4596.16,48987.4,109,892
2010-11-23,非英国,14,2142,3526.41,82.3,3444.11,11,0
2010-11-24,英国,178,27377,58601.46,1376.64,57224.82,138,1002
2010-11-24,非英国,7,1361,1689.06,2324.98,-635.92,3,75
2010-11-25,英国,173,37377,69717.54,677.42,69040.12,145,485
2010-11-25,非英国,2,594,1668.4,14.3,1654.1,2,0
2010-11-26,英国,75,13600,31533.33,337.6,31195.73,59,710
2010-11-26,非英国,16,3766,7486.49,26.9,7459.59,15,0
2010-11-28,英国,99,14931,24215.55,267.87,23947.68,79,1
2010-11-28,非英国,3,1339,2473.11,0.0,2473.11,3,0
2010-11-29,英国,102,22574,50821.43,194.29,50627.14,81,1365
2010-11-29,非英国,12,17399,26237.14,0.0,26237.14,9,36
2010-11-30,英国,153,21238,50601.89,4361.75,46240.14,130,158
2010-11-30,非英国,13,5208,8798.65,86.55,8712.1,9,0
2010-12-01,英国,124,23909,53436.62,175.43,53261.19,90,1128
2010-12-01,非英国,8,2899,4005.71,122.3,3883.41,7,0
2010-12-02,英国,160,31109,47436.57,1516.6,45919.97,112,63
2010-12-02,非英国,4,153,159.85,24.5,135.35,4,0
2010-12-03,英国,61,11760,39497.88,1323.25,38174.63,42,1036
2010-12-03,非英国,14,4376,5291.02,0.0,5291.02,13,11
2010-12-05,英国,85,13396,25400.92,361.71,25039.21,70,1
2010-12-05,非英国,9,2767,5507.75,0.0,5507.75,6,0
2010-12-06,英国,113,20840,50304.78,914.87,49389.91,85,1888
2010-12-06,非英国,7,752,1362.34,51.0,1311.34,5,0
2010-12-07,英国,85,23946,78913.42,388.32,78525.1,65,1744
2010-12-07,非英国,4,1214,2541.57,0.0,2541.57,4,0
2010-12-08,英国,131,20346,40430.56,920.27,39510.29,105,616
2010-12-08,非英国,7,2644,3723.42,12.75,3710.67,7,0
2010-12-09,英国,124,15984,40927.97,997.6,39930.37,107,1021
2010-12-09,非英国,16,3880,9064.55,54.45,9010.1,15,0
2010-12-10,英国,78,18959,52401.22,1584.93,50816.29,50,1299
2010-12-10,非英国,4,1981,4286.91,0.0,4286.91,4,0
2010-12-12,英国,50,8128,13535.06,88.15,13446.91,41,3
2010-12-12,非英国,1,2409,3590.59,0.0,3590.59,1,0
2010-12-13,英国,77,17396,35821.21,188.35,35632.86,59,994
2010-12-13,非英国,4,297,753.46,24.9,728.56,2,0
2010-12-14,英国,133,19086,41552.04,1131.59,40420.45,98,381
2010-12-14,非英国,6,1156,2775.07,1275.6,1499.47,4,0
2010-12-15,英国,89,18270,30171.67,609.4,29562.27,80,18
2010-12-15,非英国,4,134,195.89,300.5,-104.61,4,0
2010-12-16,英国,143,28243,47503.33,772.7,46730.63,113,83
2010-12-16,非英国,7,1609,1364.81,245.85,1118.96,4,0
2010-12-17,英国,51,9692,31197.08,1866.14,29330.94,35,2348
2010-12-17,非英国,19,7189,9993.58,0.0,9993.58,17,28
2010-12-19,英国,23,3242,6529.5,17.6,6511.9,15,24
2010-12-19,非英国,2,487,758.97,0.0,758.97,2,0
2010-12-20,英国,78,13239,22464.44,972.54,21491.9,52,837
2010-12-20,非英国,9,1658,3050.37,1060.96,1989.41,7,1
2010-12-21,英国,58,8232,33837.83,200.4,33637.43,25,1146
2010-12-21,非英国,5,7349,9808.13,0.0,9808.13,5,0
2010-12-22,英国,19,2237,4190.45,65.4,4125.05,15,5
2010-12-22,非英国,2,839,666.12,0.0,666.12,2,0
2010-12-23,英国,32,4690,9759.44,207.85,9551.59,19,607
2010-12-23,非英国,5,1035,1505.4,71.95,1433.45,4,1
2011-01-04,英国,41,8329,14977.32,1035.6,13941.72,37,409
2011-01-04,非英国,1,288,347.56,0.0,347.56,1,0
2011-01-05,英国,58,19029,30696.34,158.95,30537.39,46,615
2011-01-05,非英国,11,728,1265.18,627.05,638.13,10,1
2011-01-06,英国,66,17877,32105.05,1124.48,30980.57,58,500
2011-01-06,非英国,7,5240,7863.4,148.35,7715.05,7,0
2011-01-07,英国,51,13274,22007.78,1603.45,20404.33,42,691
2011-01-07,非英国,7,3857,5653.89,0.0,5653.89,7,0
2011-01-09,英国,47,7321,14118.52,66.15,14052.37,44,0
2011-01-09,非英国,4,798,1282.16,0.0,1282.16,4,0
2011-01-10,英国,36,10748,19405.61,340.53,19065.08,29,1142
2011-01-10,非英国,8,2098,3899.68,36.9,3862.78,6,15
2011-01-11,英国,70,25639,61539.26,822.47,60716.79,53,553
2011-01-11,非英国,8,2779,6317.7,0.0,6317.7,8,0
2011-01-12,英国,51,9091,20829.61,716.74,20112.87,41,879
2011-01-12,非英国,8,1497,2588.94,11.2,2577.74,8,0
2011-01-13,英国,48,9321,17522.21,91.1,17431.11,45,705
2011-01-13,非英国,2,836,2076.11,0.0,2076.11,2,0
2011-01-14,英国,47,7342,16759.73,199.64,16560.09,38,684
2011-01-14,非英国,9,15773,29395.23,0.0,29395.23,8,0
2011-01-16,英国,29,4084,6973.89,125.45,6848.44,22,0
2011-01-17,英国,49,12028,24887.12,45.7,24841.42,42,1587
2011-01-17,非英国,5,1330,2859.56,0.0,2859.56,5,0
2011-01-18,英国,44,81034,91289.76,77297.25,13992.51,29,900
2011-01-18,非英国,4,1887,3074.77,0.0,3074.77,4,0
2011-01-19,英国,32,8033,12788.56,337.51,12451.05,27,453
2011-01-19,非英国,8,9302,12301.84,11.25,12290.59,8,0
2011-01-20,英国,40,8028,15633.2,263.23,15369.97,30,783
2011-01-20,非英国,7,2435,4754.15,109.5,4644.65,7,0
2011-01-21,英国,56,9258,22617.32,594.16,22023.16,45,840
2011-01-21,非英国,5,6035,8926.88,67.7,8859.18,5,0
2011-01-23,英国,29,5074,9791.6,114.3,9677.3,26,0
2011-01-23,非英国,1,120,406.5,0.0,406.5,1,0
2011-01-24,英国,50,8922,16685.8,178.17,16507.63,38,646
2011-01-24,非英国,8,3012,7611.07,0.0,7611.07,7,53
2011-01-25,英国,76,12612,23311.86,1028.7,22283.16,61,400
2011-01-25,非英国,9,2911,4794.79,77.25,4717.54,9,0
2011-01-26,英国,63,8767,15818.68,428.97,15389.71,51,261
2011-01-26,非英国,6,2151,3322.49,0.0,3322.49,6,0
2011-01-27,英国,58,9411,18002.62,770.49,17232.13,53,184
2011-01-27,非英国,10,1847,5277.35,142.61,5134.74,10,0
2011-01-28,英国,42,6013,14810.59,1435.47,13375.12,37,251
2011-01-28,非英国,7,3819,4823.87,79.71,4744.16,7,0
2011-01-30,英国,25,3383,6542.61,159.31,6383.3,22,0
2011-01-31,英国,76,10393,16797.64,1190.46,15607.18,55,469
2011-01-31,非英国,9,2987,5683.66,85.25,5598.41,9,0
2011-02-01,英国,67,14335,25736.63,548.27,25188.36,56,300
2011-02-01,非英国,9,1467,2772.3,49.5,2722.8,9,0
2011-02-02,英国,62,8950,19069.64,142.25,18927.39,53,395
2011-02-02,非英国,7,745,1086.15,25.5,1060.65,5,1
2011-02-03,英国,42,14779,19952.95,30.95,19922.0,39,128
2011-02-03,非英国,8,913,2976.25,86.3,2889.95,8,0
2011-02-04,英国,51,11652,21611.79,96.12,21515.67,36,468
2011-02-04,非英国,7,1027,2224.43,53.9,2170.53,6,0
2011-02-06,英国,11,2036,3439.67,0.0,3439.67,11,0
2011-02-07,英国,44,8553,23267.71,266.14,23001.57,34,274
2011-02-07,非英国,7,573,2253.91,162.88,2091.03,5,0
2011-02-08,英国,44,8554,18310.77,25.05,18285.72,35,576
2011-02-08,非英国,7,1529,1588.99,151.73,1437.26,7,0
2011-02-09,英国,24,3414,8570.76,0.0,8570.76,17,434
2011-02-09,非英国,5,3710,6950.57,0.0,6950.57,5,0
2011-02-10,英国,60,11193,13970.88,1372.07,12598.81,53,59
2011-02-10,非英国,3,679,619.51,0.0,619.51,3,0
2011-02-11,英国,80,9617,19819.45,1010.55,18808.9,62,335
2011-02-11,非英国,4,900,2572.46,137.05,2435.41,4,0
2011-02-13,英国,24,2723,5645.48,178.23,5467.25,21,0
2011-02-14,英国,43,10913,21144.88,116.1,21028.78,37,345
2011-02-14,非英国,8,2644,5057.6,39.05,5018.55,6,36
2011-02-15,英国,57,10857,19176.03,143.45,19032.58,43,270
2011-02-15,非英国,5,11805,20374.73,0.0,20374.73,4,0
2011-02-16,英国,63,13209,20635.98,200.29,20435.69,51,183
2011-02-16,非英国,5,2900,3952.38,0.0,3952.38,5,0
2011-02-17,英国,65,13313,22794.48,10.8,22783.68,44,646
2011-02-17,非英国,6,1078,1948.9,0.0,1948.9,6,0
2011-02-18,英国,48,8099,14474.7,152.0,14322.7,40,216
2011-02-18,非英国,8,1041,1377.7,45.85,1331.85,7,0
2011-02-20,英国,29,5214,9434.4,45.8,9388.6,26,0
2011-02-21,英国,35,6904,12705.47,218.9,12486.57,32,375
2011-02-21,非英国,12,14608,22561.32,17.0,22544.32,9,47
2011-02-22,英国,59,18926,28919.12,159.28,28759.84,49,421
2011-02-22,非英国,3,2940,3211.7,24.55,3187.15,3,0
2011-02-23,英国,62,12498,23556.95,68.65,23488.3,49,599
2011-02-23,非英国,4,1226,2218.26,0.0,2218.26,3,0
2011-02-24,英国,60,11109,20919.58,149.11,20770.47,53,160
2011-02-24,非英国,4,780,1651.4,4.9,1646.5,4,0
2011-02-25,英国,46,9699,18657.91,17.1,18640.81,39,157
2011-02-25,非英国,5,860,1470.65,2548.8,-1078.15,5,0
2011-02-27,英国,33,4535,8859.56,35.45,8824.11,29,0
2011-02-27,非英国,2,287,505.15,0.0,505.15,2,0
2011-02-28,英国,48,8457,17284.5,1.95,17282.55,41,693
2011-02-28,非英国,8,1379,2532.89,0.0,2532.89,8,0
2011-03-01,英国,54,8173,14966.14,42.95,14923.19,45,253
2011-03-01,非英国,8,3944,9363.4,0.0,9363.4,7,0
2011-03-02,英国,62,8147,17825.8,350.95,17474.85,56,1
2011-03-02,非英国,3,465,844.14,43.39,800.75,2,0
2011-03-03,英国,57,8744,17337.99,330.15,17007.84,53,416
2011-03-03,非英国,10,11318,18390.32,193.65,18196.67,7,1
2011-03-04,英国,43,11803,16466.52,31.93,16434.59,31,212
2011-03-04,非英国,8,1747,2617.03,0.0,2617.03,7,0
2011-03-06,英国,35,5027,9959.62,375.09,9584.53,28,1
2011-03-07,英国,91,13626,30269.03,599.15,29669.88,65,799
2011-03-07,非英国,6,368,797.61,56.9,740.71,6,0
2011-03-08,英国,46,12982,22183.71,26.9,22156.81,38,393
2011-03-08,非英国,5,1541,2364.82,37.25,2327.57,5,0
2011-03-09,英国,54,10222,19122.58,121.85,19000.73,47,223
2011-03-09,非英国,4,1621,2561.34,0.0,2561.34,4,0
2011-03-10,英国,73,10315,17635.68,314.87,17320.81,63,177
2011-03-10,非英国,9,5265,8276.94,198.4,8078.54,5,0
2011-03-11,英国,53,9574,20187.95,84.25,20103.7,42,290
2011-03-11,非英国,3,936,1574.27,14.25,1560.02,3,0
2011-03-13,英国,16,2523,3761.85,10.5,3751.35,15,0
2011-03-13,非英国,1,183,307.29,0.0,307.29,1,0
2011-03-14,英国,50,10126,18555.31,100.21,18455.1,41,3
2011-03-14,非英国,10,6600,7079.47,54.75,7024.72,8,0
2011-03-15,英国,53,7279,15494.95,234.7,15260.25,39,423
2011-03-15,非英国,6,1650,4218.92,15.0,4203.92,6,0
2011-03-16,英国,53,12249,19992.72,765.72,19227.0,44,19
2011-03-16,非英国,5,604,1504.45,0.0,1504.45,5,0
2011-03-17,英国,75,18406,31769.86,357.38,31412.48,63,973
2011-03-17,非英国,8,2552,6649.98,56.7,6593.28,8,0
2011-03-18,英国,64,12412,23815.22,290.43,23524.79,46,285
2011-03-18,非英国,6,1501,2846.64,0.0,2846.64,5,0
2011-03-20,英国,58,13149,20156.59,165.9,19990.69,51,239
2011-03-20,非英国,6,879,1256.25,0.0,1256.25,6,0
2011-03-21,英国,64,10065,16130.85,318.66,15812.19,54,65
2011-03-21,非英国,5,225,518.62,26.59,492.03,4,0
2011-03-22,英国,50,14793,26697.79,82.9,26614.89,36,1110
2011-03-22,非英国,7,1731,3036.99,120.33,2916.66,6,0
2011-03-23,英国,60,11399,19370.42,62.6,19307.82,51,247
2011-03-23,非英国,8,2946,3658.51,0.0,3658.51,7,0
2011-03-24,英国,67,16996,33541.84,89.89,33451.95,61,0
2011-03-24,非英国,9,1151,2488.95,45.15,2443.8,7,0
2011-03-25,英国,55,10741,24523.66,591.58,23932.08,41,377
2011-03-25,非英国,10,3300,5718.06,6.2,5711.86,10,0
2011-03-27,英国,43,4434,9027.72,232.83,8794.89,40,1
2011-03-27,非英国,3,59,128.05,28.54,99.51,3,0
2011-03-28,英国,54,8841,17989.7,534.15,17455.55,45,321
2011-03-28,非英国,9,3358,3958.38,2.07,3956.31,8,0
2011-03-29,英国,67,20274,50397.86,180.45,50217.41,50,853
2011-03-29,非英国,3,12519,18720.65,0.0,18720.65,1,26
2011-03-30,英国,85,18445,27792.04,338.68,27453.36,70,264
2011-03-30,非英国,5,2157,3128.31,54.65,3073.66,5,0
2011-03-31,英国,75,13161,26488.56,2915.81,23572.75,63,611
2011-03-31,非英国,7,3657,6370.49,0.0,6370.49,6,0
2011-04-01,英国,79,17264,22676.96,1210.27,21466.69,61,92
2011-04-01,非英国,7,1179,2130.62,65.46,2065.16,6,6
2011-04-03,英国,22,5658,6897.18,65.05,6832.13,18,6
2011-04-04,英国,63,12069,22684.24,485.98,22198.26,49,454
2011-04-04,非英国,7,1918,3531.96,1604.4,1927.56,6,0
2011-04-05,英国,56,10509,19656.08,598.29,19057.79,46,197
2011-04-05,非英国,8,5046,9035.16,56.35,8978.81,7,0
2011-04-06,英国,44,8500,16195.16,77.55,16117.61,40,270
2011-04-06,非英国,2,655,955.99,5.46,950.53,2,0
2011-04-07,英国,65,8462,15471.46,207.3,15264.16,57,201
2011-04-07,非英国,9,2035,2569.71,36.59,2533.12,8,0
2011-04-08,英国,71,11281,19870.06,101.32,19768.74,63,339
2011-04-08,非英国,7,1695,3012.81,20.26,2992.55,7,0
2011-04-10,英国,36,5413,9403.26,550.1,8853.16,31,0
2011-04-10,非英国,1,187,431.49,0.0,431.49,1,0
2011-04-11,英国,62,11899,19722.86,174.86,19548.0,52,82
2011-04-11,非英国,9,1721,2309.62,68.1,2241.52,8,0
2011-04-12,英国,74,14389,23335.91,440.05,22895.86,61,2
2011-04-12,非英国,2,919,1854.21,0.0,1854.21,1,32
2011-04-13,英国,70,18067,22946.09,432.07,22514.02,60,0
2011-04-13,非英国,3,677,1449.29,35.8,1413.49,3,0
2011-04-14,英国,96,17167,31305.34,694.79,30610.55,81,70
2011-04-14,非英国,9,1674,4406.76,1.25,4405.51,8,0
2011-04-15,英国,52,11809,24136.63,6.99,24129.64,35,686
2011-04-15,非英国,5,886,2002.06,0.0,2002.06,5,0
2011-04-17,英国,41,7583,11553.38,21.2,11532.18,36,0
2011-04-17,非英国,3,550,990.96,0.0,990.96,3,0
2011-04-18,英国,88,23158,51840.23,23531.82,28308.41,63,1709
2011-04-18,非英国,3,6634,3188.78,75.0,3113.78,3,0
2011-04-19,英国,67,12373,19916.68,315.32,19601.36,56,671
2011-04-19,非英国,7,2062,3229.21,23.7,3205.51,7,0
2011-04-20,英国,73,17839,27529.52,180.44,27349.08,64,79
2011-04-20,非英国,5,526,1029.8,224.9,804.9,3,0
2011-04-21,英国,76,16518,28092.02,68.34,28023.68,62,507
2011-04-21,非英国,7,1678,3530.24,0.0,3530.24,7,0
2011-04-26,英国,75,15695,28599.56,335.57,28263.99,55,646
2011-04-26,非英国,6,424,900.72,122.72,778.0,6,0
2011-04-27,英国,71,17426,23723.69,208.22,23515.47,59,221
2011-04-27,非英国,4,730,1661.7,11.9,1649.8,4,0
2011-04-28,英国,64,12188,19827.38,833.64,18993.74,54,132
2011-04-28,非英国,6,1192,1864.88,425.0,1439.88,6,0
2011-05-01,英国,19,3167,5863.78,7.05,5856.73,17,0
2011-05-01,非英国,1,639,950.33,0.0,950.33,1,0
2011-05-03,英国,70,10872,23701.47,474.11,23227.36,54,383
2011-05-03,非英国,10,1568,2837.55,64.4,2773.15,7,0
2011-05-04,英国,67,15606,24784.87,73.35,24711.52,56,3
2011-05-04,非英国,7,1743,2405.09,8.5,2396.59,6,0
2011-05-05,英国,98,15120,25232.0,413.69,24818.31,85,586
2011-05-05,非英国,8,2300,3540.28,9.95,3530.33,7,0
2011-05-06,英国,85,17712,30705.5,217.23,30488.27,63,700
2011-05-06,非英国,6,2223,5002.79,5.1,4997.69,6,0
2011-05-08,英国,64,9395,16776.02,22.48,16753.54,56,0
2011-05-08,非英国,2,1219,1846.96,0.0,1846.96,2,0
2011-05-09,英国,69,12119,25066.25,16.85,25049.4,55,689
2011-05-09,非英国,7,1225,1888.71,59.63,1829.08,7,0
2011-05-10,英国,103,17492,40721.52,1887.85,38833.67,67,1173
2011-05-10,非英国,8,2262,3292.18,0.0,3292.18,5,38
2011-05-11,英国,82,16451,28738.23,432.69,28305.54,57,198
2011-05-11,非英国,8,2431,4553.93,5.95,4547.98,7,0
2011-05-12,英国,87,15204,28318.59,284.0,28034.59,72,174
2011-05-12,非英国,13,22545,31895.93,0.0,31895.93,10,0
2011-05-13,英国,67,12382,25328.33,5.88,25322.45,47,217
2011-05-13,非英国,7,2827,5073.32,0.0,5073.32,5,93
2011-05-15,英国,29,4613,9152.9,0.0,9152.9,27,46
